ProbeId,GSM2808875,GSM2808876,GSM2808877,GSM2808878,GSM2808879,GSM2808880,GSM2808881,GSM2808882,GSM2808883,GSM2808884,GSM2808885,GSM2808886,GSM2808887,GSM2808888,GSM2808889,GSM2808890,GSM2808891,GSM2808892,GSM2808893,GSM2808894,GSM2808895,GSM2808896,GSM2808897,GSM2808898,GSM2808899,GSM2808900,GSM2808901,GSM2808902,GSM2808903,GSM2808904,GSM2808905,GSM2808906,GSM2808907,GSM2808908,GSM2808909,GSM2808910,GSM2808911,GSM2808912,GSM2808913,GSM2808914,GSM2808915,GSM2808916,GSM2808917,GSM2808918,GSM2808919,GSM2808920,GSM2808921,GSM2808922,GSM2808923,GSM2808924,GSM2808925,GSM2808926,GSM2808927,GSM2808928,GSM2808929,GSM2808930,GSM2808931,GSM2808932,GSM2808933,GSM2808934,GSM2808935,GSM2808936,GSM2808937,GSM2808938,GSM2808939,GSM2808940,GSM2808941,GSM2808942,GSM2808943,GSM2808944,GSM2808945,GSM2808946,GSM2808947,GSM2808948,GSM2808949,GSM2808950,GSM2808951,GSM2808952,GSM2808953,GSM2808954,GSM2808955,GSM2808956,GSM2808957,GSM2808958,GSM2808959,GSM2808960,GSM2808961,GSM2808962,GSM2808963,GSM2808964,GSM2808965,GSM2808966,GSM2808967,GSM2808968,GSM2808969,GSM2808970,GSM2808971,GSM2808972,GSM2808973,GSM2808974,GSM2808975,GSM2808976,GSM2808977,GSM2808978,GSM2808979,GSM2808980,GSM2808981,GSM2808982,GSM2808983,GSM2808984,GSM2808985,GSM2808986,GSM2808987,GSM2808988,GSM2808989,GSM2808990,GSM2808991,GSM2808992,GSM2808993,GSM2808994,GSM2808995,GSM2808996,GSM2808997,GSM2808998,GSM2808999,GSM2809000,GSM2809001,GSM2809002,GSM2809003,GSM2809004,GSM2809005,GSM2809006,GSM2809007,GSM2809008,GSM2809009,GSM2809010,GSM2809011,GSM2809012,GSM2809013,GSM2809014,GSM2809015,GSM2809016,GSM2809017,GSM2809018,GSM2809019,GSM2809020,GSM2809021,GSM2809022,GSM2809023,GSM2809024,GSM2809025,GSM2809026,GSM2809027,GSM2809028,GSM2809029,GSM2809030,GSM2809031,GSM2809032,GSM2809033,GSM2809034,GSM2809035,GSM2809036,GSM2809037,GSM2809038,GSM2809039,GSM2809040,GSM2809041,GSM2809042,GSM2809043,GSM2809044,GSM2809045,GSM2809046,GSM2809047,GSM2809048,GSM2809049,GSM2809050,GSM2809051,GSM2809052,GSM2809053,GSM2809054,GSM2809055,GSM2809056,GSM2809057,GSM2809058,GSM2809059,GSM2809060,GSM2809061,GSM2809062,GSM2809063,GSM2809064
cg07497911,0.074508,0.10108,0.074599,0.081516,0.095868,0.08427,0.083493,0.082084,0.094972,0.090629,0.086392,0.080424,0.081833,0.088311,0.082922,0.078877,0.075067,0.073991,0.089331,0.092731,0.10358,0.099323,0.089451,0.12207,0.067731,0.10939,0.065289,0.1021,0.083629,0.090668,0.065526,0.081501,0.075692,0.075721,0.038456,0.075014,0.047995,0.072006,0.048046,0.06633,0.051746,0.075243,0.054047,0.076655,0.065634,0.070874,0.071801,0.065871,0.057493,0.076296,0.062159,0.062696,0.067318,0.079327,0.0579,0.091975,0.063546,0.076536,0.063621,0.063915,0.057876,0.069212,0.088729,0.061491,0.062647,0.059491,0.043651,0.047651,0.05913,0.089013,0.07416,0.060637,0.063043,0.065876,0.074155,0.090779,0.092921,0.061275,0.04164,0.044466,0.078485,0.085416,0.065658,0.08251,0.095762,0.062214,0.090532,0.060835,0.12092,0.066342,0.075768,0.085161,0.058625,0.10637,0.078942,0.067453,0.06208,0.083798,0.063532,0.081097,0.076338,0.068325,0.082223,0.073638,0.086365,0.051768,0.064811,0.064598,0.097305,0.073316,0.10676,0.065807,0.088203,0.065621,0.083795,0.075507,0.087764,0.069555,0.090316,0.065026,0.08079,0.0783,0.063199,0.064356,0.07862,0.093531,0.084225,0.073671,0.062341,0.10167,0.04341,0.064095,0.058581,0.078298,0.069967,0.063391,0.061294,0.06255,0.09692,0.059008,0.077306,0.083241,0.068249,0.061361,0.059209,0.065265,0.065411,0.06441,0.086022,0.051298,0.033613,0.057321,0.064076,0.073519,0.025004,0.065818,0.065681,0.061444,0.042815,0.053586,0.054685,0.056084,0.082254,0.068137,0.065813,0.071664,0.059782,0.10672,0.063632,0.073798,0.085576,0.06757,0.07628,0.041115,0.068314,0.062755,0.041921,0.056414,0.070293,0.045012,0.083874,0.05468,0.050375,0.071511,0.063392,0.054316,0.066798,0.060415,0.054926,0.079241
cg27131958,0.061338,0.049008,0.066908,0.073502,0.069741,0.05933,0.061164,0.076503,0.07012,0.0775,0.05279,0.076747,0.05295,0.054763,0.077503,0.065472,0.086239,0.05328,0.058829,0.074836,0.075337,0.091594,0.06459,0.067067,0.057402,0.067634,0.047353,0.071181,0.064106,0.057341,0.056495,0.056703,0.054905,0.052791,0.058687,0.053436,0.05395,0.051315,0.052603,0.041048,0.041968,0.047445,0.06043,0.060647,0.050726,0.058975,0.05016,0.046509,0.047005,0.064491,0.052677,0.068512,0.058946,0.047265,0.06536,0.054624,0.060055,0.057014,0.051064,0.061634,0.059711,0.052043,0.06268,0.063602,0.071852,0.059366,0.052342,0.092456,0.056951,0.063104,0.083544,0.052622,0.038813,0.092282,0.062217,0.061198,0.051271,0.083208,0.081064,0.064487,0.056698,0.061885,0.042076,0.053562,0.074907,0.055227,0.064978,0.086595,0.060953,0.074644,0.077939,0.071079,0.062071,0.071486,0.079726,0.05128,0.054103,0.051632,0.07123,0.079573,0.047635,0.068805,0.070421,0.062172,0.073204,0.076663,0.056145,0.051698,0.067753,0.083925,0.060008,0.076009,0.059981,0.065515,0.087169,0.027721,0.06572,0.087698,0.054679,0.053114,0.086035,0.077597,0.074436,0.05359,0.031597,0.060584,0.066362,0.049941,0.060542,0.079931,0.076704,0.062559,0.073648,0.064502,0.063283,0.079581,0.041414,0.053114,0.05324,0.057723,0.03659,0.049841,0.045929,0.039081,0.061397,0.064511,0.038659,0.048394,0.056028,0.050857,0.056058,0.05924,0.055255,0.07487,0.064527,0.060485,0.069273,0.049112,0.048304,0.050697,0.051023,0.05667,0.050497,0.060738,0.0647,0.049807,0.076995,0.060364,0.06169,0.040421,0.058769,0.07833,0.074185,0.060782,0.067871,0.06828,0.042976,0.023387,0.068663,0.074974,0.066867,0.041477,0.0753,0.060197,0.05177,0.06336,0.05571,0.058715,0.058838,0.071856
cg13718369,0.82872,0.75441,0.8201,0.78527,0.83016,0.72244,0.84673,0.74684,0.84535,0.78158,0.85486,0.75007,0.8506,0.77761,0.83758,0.7868,0.85562,0.80707,0.85693,0.8045,0.86147,0.79009,0.86955,0.84257,0.87468,0.83145,0.87023,0.83137,0.85901,0.83893,0.91,0.75304,0.84627,0.78287,0.85483,0.80711,0.86519,0.81137,0.87579,0.81088,0.8656,0.81438,0.85711,0.8025,0.83886,0.76752,0.81891,0.79942,0.81322,0.80859,0.83677,0.82108,0.79361,0.79532,0.80211,0.81101,0.79903,0.79564,0.83304,0.81134,0.84688,0.79395,0.83986,0.88443,0.83326,0.86125,0.84478,0.8913,0.84565,0.85421,0.84338,0.83087,0.83383,0.85805,0.74733,0.80604,0.83915,0.82496,0.88362,0.82638,0.77353,0.81241,0.82665,0.80847,0.80906,0.86951,0.79112,0.80764,0.82786,0.85689,0.85156,0.8579,0.80855,0.82417,0.83273,0.8237,0.84735,0.79976,0.81979,0.77166,0.79763,0.8553,0.82849,0.85043,0.8415,0.83138,0.81538,0.84892,0.87116,0.81897,0.79517,0.78939,0.81447,0.8308,0.83319,0.80025,0.8005,0.83413,0.82924,0.76177,0.7867,0.80117,0.8238,0.84956,0.76908,0.8183,0.86642,0.82812,0.85044,0.82039,0.87704,0.79891,0.82435,0.85541,0.81184,0.85016,0.83558,0.80581,0.76606,0.78774,0.77744,0.85162,0.82341,0.76133,0.7968,0.7641,0.79137,0.79681,0.81102,0.78437,0.8096,0.78227,0.7869,0.81282,0.79727,0.79759,0.7913,0.80839,0.82913,0.85135,0.80905,0.74022,0.77849,0.76727,0.77948,0.7889,0.78856,0.77943,0.78394,0.78535,0.80454,0.82878,0.82367,0.84404,0.88833,0.80625,0.85175,0.8704,0.86677,0.88968,0.76658,0.78946,0.78377,0.77989,0.80133,0.8528,0.82103,0.8082,0.80769,0.84893
cg01408881,0.65809,0.81244,0.7386,0.85474,0.67855,0.84683,0.71655,0.83235,0.78825,0.86659,0.60329,0.80934,0.6645,0.85261,0.66325,0.81227,0.72125,0.84556,0.77849,0.84512,0.5839,0.84013,0.69907,0.8514,0.63609,0.89851,0.56797,0.78069,0.75041,0.87848,0.64917,0.84484,0.56544,0.80619,0.66767,0.87797,0.70244,0.91351,0.62157,0.82155,0.66974,0.88252,0.64769,0.86827,0.615,0.87107,0.69137,0.87024,0.72559,0.82138,0.69894,0.81594,0.56041,0.84537,0.7348,0.90065,0.66531,0.85165,0.64545,0.89088,0.66877,0.8513,0.8251,0.79066,0.84392,0.80994,0.77865,0.90666,0.83658,0.79937,0.86128,0.76546,0.84109,0.79573,0.82458,0.77326,0.81241,0.76251,0.86114,0.82081,0.86887,0.83578,0.81154,0.84098,0.77773,0.66786,0.82873,0.81697,0.80285,0.82679,0.83895,0.78777,0.82489,0.86009,0.7581,0.82388,0.76124,0.83502,0.79203,0.86065,0.80158,0.84335,0.83482,0.80293,0.81134,0.79822,0.79874,0.76036,0.82076,0.77784,0.8102,0.84672,0.82486,0.86831,0.82471,0.86111,0.86688,0.7686,0.80783,0.7596,0.84939,0.84529,0.85323,0.73253,0.86313,0.77498,0.78344,0.8058,0.79634,0.82723,0.7845,0.84976,0.79563,0.77453,0.8241,0.83638,0.87194,0.85678,0.83617,0.74753,0.8205,0.84819,0.87464,0.8545,0.87663,0.87713,0.84125,0.8431,0.88134,0.81619,0.77365,0.82363,0.8433,0.80976,0.76011,0.82399,0.83387,0.82983,0.75935,0.77489,0.85564,0.81507,0.79002,0.83144,0.74889,0.81473,0.87976,0.79433,0.85424,0.77668,0.7745,0.80468,0.78028,0.81518,0.78662,0.829,0.80714,0.74151,0.79874,0.80504,0.78188,0.83193,0.83332,0.7815,0.79343,0.83522,0.86273,0.76084,0.78471,0.81855
cg00224234,0.085774,0.084319,0.084636,0.10143,0.074855,0.078603,0.081904,0.072202,0.084698,0.07362,0.083703,0.075581,0.061888,0.069528,0.078326,0.064924,0.079344,0.077644,0.060023,0.068357,0.070299,0.072537,0.076789,0.079213,0.062944,0.06477,0.06832,0.068016,0.074042,0.069384,0.064037,0.064793,0.070139,0.068473,0.057315,0.075209,0.046935,0.066452,0.073815,0.070994,0.068712,0.059756,0.062718,0.065215,0.06481,0.058184,0.061401,0.065148,0.055545,0.057207,0.062381,0.062726,0.06849,0.067476,0.063828,0.060261,0.068448,0.074621,0.065921,0.062692,0.056783,0.059544,0.0698,0.074644,0.069423,0.0668,0.054898,0.067948,0.054108,0.073241,0.072403,0.069285,0.055181,0.068488,0.062255,0.069016,0.075408,0.065531,0.050387,0.049291,0.06212,0.064503,0.079097,0.082995,0.066579,0.044342,0.071927,0.067886,0.084978,0.066871,0.071514,0.071434,0.072513,0.078292,0.071991,0.079932,0.069292,0.063269,0.061986,0.079459,0.071523,0.079554,0.073242,0.078508,0.073821,0.067225,0.056107,0.067701,0.063158,0.066379,0.09178,0.082775,0.064898,0.064128,0.06944,0.075182,0.06143,0.069217,0.078821,0.071517,0.071454,0.06281,0.079809,0.0742,0.066358,0.070712,0.072397,0.066144,0.062318,0.054805,0.041574,0.074397,0.066801,0.063806,0.07134,0.065006,0.062951,0.05565,0.056737,0.057561,0.056191,0.062346,0.070283,0.0507,0.058276,0.0572,0.063963,0.048381,0.055339,0.060783,0.062985,0.065857,0.053036,0.049183,0.03737,0.05998,0.055966,0.047215,0.062593,0.060248,0.035239,0.060552,0.063347,0.05831,0.056568,0.068912,0.079614,0.068179,0.071495,0.065953,0.064792,0.052794,0.05862,0.05112,0.060624,0.058913,0.065094,0.053905,0.073739,0.082788,0.056519,0.05358,0.050885,0.063119,0.062262,0.053077,0.068275,0.054973,0.054766,0.073956
cg07070518,0.81589,0.83323,0.82522,0.83789,0.84858,0.81688,0.83682,0.81944,0.8187,0.85908,0.8416,0.86303,0.82135,0.81283,0.83109,0.85166,0.84163,0.85167,0.86994,0.83875,0.84741,0.81425,0.80262,0.77112,0.85,0.80394,0.84772,0.85896,0.81213,0.85269,0.83771,0.80107,0.79041,0.80689,0.84479,0.86693,0.82975,0.85789,0.85037,0.86541,0.82364,0.8325,0.84982,0.85922,0.87649,0.87094,0.84539,0.86196,0.86719,0.8643,0.85337,0.83813,0.87283,0.835,0.82898,0.86715,0.84072,0.825,0.88697,0.87463,0.84172,0.84344,0.8243,0.8622,0.85624,0.84145,0.82054,0.83129,0.87801,0.84233,0.84046,0.84539,0.79254,0.8795,0.86569,0.85966,0.85445,0.89017,0.85424,0.84761,0.8108,0.85048,0.85765,0.82483,0.79711,0.84053,0.88901,0.85221,0.8848,0.86066,0.84568,0.82266,0.83848,0.85736,0.84873,0.83397,0.88088,0.85271,0.87846,0.86263,0.84182,0.8415,0.86031,0.87066,0.84783,0.9226,0.89077,0.89332,0.85973,0.87449,0.83729,0.83852,0.86159,0.84438,0.83345,0.86207,0.88956,0.84122,0.8449,0.84734,0.91066,0.86721,0.86555,0.86062,0.874,0.84255,0.84627,0.88246,0.84955,0.82361,0.83969,0.83371,0.8508,0.89187,0.84502,0.88785,0.87349,0.83743,0.85684,0.88054,0.87203,0.8317,0.87653,0.83478,0.88466,0.87958,0.85997,0.85622,0.85379,0.84976,0.89514,0.86954,0.85098,0.85481,0.80718,0.82103,0.83071,0.90522,0.83833,0.83318,0.92979,0.85005,0.85701,0.86357,0.8803,0.86342,0.9199,0.9107,0.84144,0.85508,0.89413,0.87769,0.8566,0.8494,0.83425,0.85648,0.84888,0.87797,0.89194,0.87362,0.86901,0.84775,0.82496,0.84972,0.87772,0.87853,0.86928,0.89513,0.87713,0.88384
cg05506011,0.87575,0.72642,0.8697,0.73771,0.86475,0.69429,0.90179,0.78745,0.88581,0.7695,0.89424,0.8149,0.91238,0.76198,0.88411,0.7506,0.8839,0.75778,0.87494,0.75469,0.89031,0.74095,0.858,0.746,0.90102,0.78493,0.88837,0.77231,0.86552,0.72591,0.90104,0.73182,0.88733,0.79445,0.92257,0.77452,0.93959,0.78097,0.89991,0.74956,0.93,0.73381,0.93032,0.80073,0.9204,0.74379,0.90787,0.79776,0.89077,0.79995,0.92458,0.73094,0.92883,0.81398,0.89138,0.75587,0.90395,0.7958,0.924,0.7502,0.91614,0.72397,0.8112,0.8172,0.83415,0.80988,0.8304,0.78524,0.82922,0.82464,0.65123,0.83768,0.81332,0.79415,0.80411,0.8326,0.77249,0.89923,0.80124,0.7804,0.82347,0.8204,0.79265,0.83647,0.81856,0.86623,0.7886,0.86502,0.75492,0.84284,0.77434,0.83274,0.82066,0.82774,0.84086,0.8552,0.87777,0.86621,0.82491,0.77244,0.83189,0.82642,0.80468,0.8456,0.83015,0.83273,0.80885,0.8212,0.79124,0.83415,0.79847,0.75258,0.81276,0.82741,0.8536,0.73215,0.8098,0.85309,0.83525,0.83996,0.80672,0.79222,0.83972,0.78434,0.81611,0.80524,0.8584,0.84788,0.84956,0.76819,0.84755,0.78863,0.84117,0.82288,0.79148,0.8192,0.81775,0.80444,0.84251,0.87127,0.82917,0.79851,0.83798,0.82718,0.8233,0.79049,0.81032,0.79993,0.80103,0.84221,0.82338,0.80995,0.7694,0.8452,0.85392,0.84779,0.85232,0.81079,0.84913,0.85682,0.85923,0.82876,0.81802,0.77744,0.81557,0.75787,0.81019,0.81111,0.80314,0.83259,0.81666,0.81043,0.82981,0.83708,0.83104,0.83994,0.8406,0.86904,0.8291,0.8566,0.81877,0.81572,0.85359,0.80782,0.84549,0.82022,0.80512,0.78566,0.8171,0.80521
cg18008766,0.1882,0.16661,0.18295,0.14128,0.17909,0.14112,0.17357,0.12948,0.27391,0.16331,0.14172,0.1,0.19273,0.16369,0.17363,0.11729,0.19893,0.15675,0.18046,0.13943,0.15323,0.13743,0.14768,0.13492,0.14708,0.11622,0.097731,0.08757,0.19527,0.13209,0.14481,0.15109,0.13697,0.13672,0.16393,0.12955,0.18898,0.11742,0.15574,0.11117,0.18389,0.10242,0.1442,0.10376,0.13477,0.096342,0.18503,0.12537,0.17095,0.1174,0.13556,0.10382,0.18804,0.10498,0.18458,0.1241,0.15376,0.11996,0.16174,0.10868,0.15631,0.14751,0.16599,0.15137,0.16919,0.16689,0.13309,0.12344,0.13409,0.14785,0.21841,0.16136,0.1364,0.12831,0.10692,0.098565,0.13972,0.13881,0.12647,0.12713,0.12259,0.12652,0.12439,0.11498,0.12619,0.11737,0.12556,0.1261,0.17908,0.13917,0.16205,0.14602,0.15682,0.18134,0.12117,0.132,0.16404,0.1217,0.19697,0.16158,0.14782,0.19679,0.14744,0.16986,0.19009,0.14611,0.14624,0.11721,0.12847,0.12412,0.18221,0.13539,0.159,0.16109,0.166,0.14064,0.14422,0.1124,0.19374,0.16098,0.18425,0.1494,0.14139,0.17765,0.13696,0.18163,0.15081,0.13931,0.14433,0.16473,0.10923,0.10719,0.14257,0.1805,0.14271,0.15025,0.1343,0.11813,0.117,0.087398,0.096543,0.10447,0.15661,0.10047,0.089705,0.13463,0.11746,0.11297,0.1329,0.098008,0.12387,0.14436,0.14021,0.146,0.092172,0.15157,0.18864,0.14967,0.11483,0.13685,0.12494,0.11063,0.15753,0.12182,0.15489,0.14463,0.16226,0.17384,0.16357,0.15302,0.13715,0.12809,0.16111,0.15215,0.15159,0.14852,0.17221,0.13886,0.17892,0.1449,0.11743,0.089275,0.17239,0.1336,0.13921,0.16644,0.13492,0.11424,0.1531,0.15554
cg18719750,0.089726,0.08772,0.086965,0.077649,0.093887,0.10086,0.097563,0.092021,0.10671,0.088743,0.092666,0.096442,0.081792,0.077227,0.080132,0.084434,0.081671,0.088002,0.062958,0.067611,0.056071,0.064658,0.060462,0.05616,0.062716,0.070056,0.057516,0.065291,0.070093,0.088181,0.053002,0.07461,0.073381,0.064659,0.064722,0.070085,0.068434,0.075422,0.071725,0.070013,0.065203,0.063646,0.050771,0.063566,0.050582,0.063581,0.065788,0.064647,0.05483,0.066288,0.054034,0.057231,0.065898,0.066506,0.062673,0.074002,0.055942,0.073805,0.060913,0.058278,0.049958,0.061754,0.070957,0.063367,0.059005,0.053256,0.064789,0.058666,0.065534,0.059984,0.074599,0.063692,0.059567,0.037408,0.067466,0.059764,0.077122,0.050889,0.059314,0.073378,0.054684,0.050047,0.057189,0.04681,0.071549,0.058758,0.069272,0.050697,0.060469,0.05701,0.085406,0.071715,0.062451,0.082006,0.071716,0.050569,0.050221,0.05983,0.07653,0.039799,0.068739,0.078914,0.074185,0.081165,0.08049,0.078978,0.055696,0.062602,0.05857,0.054874,0.068403,0.082168,0.070284,0.06899,0.08384,0.070006,0.075321,0.038117,0.069414,0.074209,0.066172,0.070563,0.082908,0.07817,0.072342,0.058431,0.068948,0.073999,0.075938,0.05273,0.066668,0.06176,0.058147,0.062299,0.068475,0.072863,0.068462,0.063054,0.059096,0.042083,0.065144,0.054945,0.056671,0.047564,0.05592,0.060741,0.057919,0.064632,0.059178,0.033911,0.044796,0.053746,0.04542,0.069636,0.046112,0.065109,0.061693,0.074969,0.054516,0.062736,0.037465,0.059158,0.076295,0.05461,0.067067,0.068458,0.058525,0.061894,0.051981,0.047803,0.05041,0.055078,0.071612,0.054786,0.054821,0.065114,0.0523,0.047831,0.073403,0.059137,0.0688,0.055981,0.062302,0.049661,0.074505,0.060774,0.056054,0.059442,0.049743,0.065384
cg10556106,0.92261,0.9359,0.93327,0.93327,0.93469,0.92362,0.95532,0.93478,0.94912,0.93561,0.9616,0.9472,0.95807,0.94201,0.96495,0.94149,0.95343,0.94612,0.9531,0.94588,0.95063,0.96213,0.96715,0.94361,0.95822,0.95484,0.97674,0.94831,0.94802,0.92592,0.95173,0.93278,0.93646,0.93099,0.97392,0.97002,0.97103,0.97407,0.97432,0.97153,0.97117,0.95726,0.97817,0.96279,0.96741,0.9753,0.96911,0.96121,0.97044,0.95668,0.97457,0.97045,0.97412,0.96045,0.96048,0.95961,0.97065,0.97337,0.98087,0.94463,0.9653,0.96793,0.9548,0.96362,0.96736,0.94689,0.9687,0.95425,0.96012,0.97693,0.96199,0.9439,0.93863,0.96857,0.95955,0.96369,0.97303,0.97427,0.93701,0.9292,0.96507,0.93773,0.93216,0.9442,0.94895,0.93666,0.94592,0.95249,0.9475,0.95645,0.95477,0.94414,0.95795,0.94513,0.95474,0.96354,0.94392,0.96458,0.95249,0.97174,0.97385,0.95324,0.9662,0.94909,0.95033,0.95901,0.96445,0.96201,0.97723,0.95807,0.95132,0.95659,0.97171,0.9651,0.95723,0.95627,0.95631,0.97047,0.9585,0.95679,0.94817,0.97404,0.95865,0.94911,0.95116,0.96517,0.94864,0.97636,0.95449,0.95444,0.94022,0.95603,0.9624,0.97722,0.96857,0.95793,0.97802,0.96729,0.96367,0.95311,0.939,0.94944,0.95236,0.96028,0.9375,0.9454,0.94977,0.96153,0.96149,0.96343,0.95747,0.97007,0.95829,0.96646,0.94152,0.93832,0.94889,0.95808,0.95685,0.96406,0.93046,0.9374,0.97742,0.93105,0.95518,0.97528,0.97184,0.95684,0.95167,0.95482,0.96657,0.95182,0.94493,0.96325,0.97167,0.95796,0.9659,0.94927,0.95925,0.96123,0.9549,0.97505,0.9275,0.96414,0.97211,0.95457,0.94825,0.94563,0.95564,0.97549
cg23627145,0.56022,0.32251,0.64882,0.36478,0.56942,0.28454,0.59593,0.3609,0.625,0.29418,0.56077,0.23418,0.59498,0.31911,0.58665,0.35666,0.56764,0.27872,0.58834,0.31301,0.57745,0.29318,0.66176,0.25416,0.63638,0.34385,0.48122,0.27538,0.66571,0.33114,0.53068,0.32619,0.60459,0.29592,0.65808,0.30713,0.71591,0.28382,0.6709,0.24524,0.74215,0.27193,0.64495,0.30078,0.67696,0.29604,0.67301,0.34837,0.60918,0.31397,0.68324,0.33058,0.63621,0.34924,0.62539,0.31936,0.60931,0.30384,0.66939,0.24877,0.63512,0.28508,0.32868,0.38036,0.36946,0.37114,0.29045,0.21853,0.40989,0.44284,0.27537,0.36962,0.1675,0.3112,0.37679,0.3052,0.34027,0.45823,0.31298,0.311,0.34311,0.30352,0.38254,0.32586,0.37037,0.36339,0.28043,0.38378,0.38384,0.33608,0.27953,0.3824,0.28886,0.34912,0.3936,0.39603,0.39421,0.29124,0.35694,0.41957,0.34745,0.36381,0.31018,0.43275,0.44445,0.3633,0.36627,0.40207,0.26684,0.38934,0.31581,0.28014,0.30427,0.33994,0.35382,0.33582,0.32379,0.42253,0.35143,0.41031,0.36591,0.33838,0.34152,0.29741,0.34891,0.3355,0.47726,0.38127,0.39016,0.28224,0.37518,0.3572,0.4114,0.32451,0.32057,0.36785,0.28898,0.31655,0.45785,0.42044,0.36882,0.37545,0.27542,0.2906,0.32048,0.32958,0.31175,0.2649,0.31523,0.37535,0.31747,0.3831,0.32708,0.40685,0.37873,0.20176,0.43103,0.38594,0.42881,0.46789,0.31926,0.39327,0.4202,0.29391,0.37037,0.329,0.35089,0.43204,0.43987,0.36907,0.38554,0.3482,0.40047,0.38136,0.33154,0.3114,0.42486,0.38473,0.30843,0.47174,0.3097,0.3144,0.45694,0.34785,0.42717,0.37207,0.34736,0.31634,0.39984,0.36594
cg10067019,0.030523,0.023816,0.021173,0.015182,0.0099865,0.010332,0.012795,0.01452,0.011296,0.015593,0.018009,0.0071306,0.0069269,0.00022701,0.00019194,0.010389,0.0049883,0.0098328,0.0015878,0.0095641,0.0051896,0.0027473,0.0014313,0.0096543,0.0030783,0,0.0037779,0.0097945,0.012122,0.015307,0.0088473,0.017046,0.013448,0.020984,0.014343,0.015199,0.015373,0.0095577,0.017515,0.012873,0.013369,0.0070483,0.005776,0.013763,0.010538,0.010457,0.0078073,0.0053332,0.013373,0.013154,0.0094108,0.012303,0.00010641,0.010263,0.012569,0.00084601,0.0099422,0.022625,0.0093447,0,0.0033799,0,0.010939,0.01776,0.0031767,0.0082561,0.0021546,0.020774,0.014146,0.011489,0.017852,0,0.015736,0.0069084,0.033241,0.004256,0.022211,0.0059572,0,0.0060965,0.018632,0.0094674,0.018442,0.016849,0.0068634,0.0010738,0.0069979,0.021352,0.011238,0.00753,0.020265,0,0.01653,0.0083098,0.012222,0.015034,0.0091718,0.0012954,0.015687,0.013251,0.0045259,0.01023,0.015776,0.0063273,0.0074051,0.00086755,0.014145,0.001998,0.013164,0.020994,0.0086041,0.013907,0.0034709,0.022126,0.013673,0.018929,0.010627,0.026454,0,0.012641,0.013608,0.015908,0,0.018735,0.015538,0.0081714,0.016727,0.023411,0.028842,0.0073434,0.0034716,0.012935,0.010833,0.0044232,0.0022186,0.0025995,0.015592,0.019016,0.017443,0.0085077,0,0,0.0091177,0.0087371,0.0093977,0.016744,0.030625,0.0050288,0.0002939,0.021045,0.014523,0.0039706,0,0.0078183,0.0094792,0.0098979,0.029819,0.0056328,0.0049539,0.015989,0,0.018187,0.022538,0.012746,0.0087745,0.0045,0.013732,0.014599,0.0067237,0.025795,0.0029037,0.015415,0,0.0058264,0.0078165,0.015996,0.00048583,0.018955,0.0079654,0.019621,0.019558,0.0019526,0.0044527,0.018082,0.011665,0.015986,0.017398,0.013646,0.0065565,0.010078
cg00150785,0.75132,0.68444,0.80801,0.73691,0.77342,0.67884,0.82595,0.71297,0.81551,0.76097,0.78059,0.74902,0.82805,0.76732,0.81461,0.75849,0.80014,0.73484,0.80945,0.78559,0.79944,0.76224,0.82892,0.76976,0.85488,0.7862,0.80149,0.77481,0.78509,0.75113,0.80011,0.75609,0.82413,0.73897,0.87215,0.83603,0.88374,0.83133,0.86086,0.78518,0.87903,0.83162,0.87406,0.78518,0.85166,0.79657,0.83994,0.83258,0.865,0.7916,0.86197,0.81466,0.86029,0.77903,0.8471,0.8589,0.82922,0.81504,0.85263,0.83535,0.86493,0.75435,0.8617,0.85083,0.84687,0.78837,0.64619,0.73661,0.79572,0.81397,0.59412,0.77853,0.8265,0.82123,0.81618,0.83218,0.83174,0.81909,0.84735,0.83077,0.86023,0.87069,0.83591,0.84045,0.79386,0.81113,0.82051,0.83643,0.74944,0.85665,0.85341,0.82979,0.83991,0.82774,0.84881,0.80658,0.8531,0.85719,0.80838,0.84977,0.86562,0.84997,0.83757,0.86606,0.87145,0.87209,0.86816,0.84166,0.86205,0.85756,0.83822,0.81462,0.86243,0.86924,0.83681,0.83071,0.83134,0.80926,0.85284,0.80804,0.81418,0.85132,0.81044,0.8575,0.86373,0.80032,0.85129,0.84845,0.81965,0.86245,0.83856,0.72785,0.7797,0.85079,0.82113,0.83078,0.8285,0.83892,0.82281,0.85308,0.8616,0.84554,0.8598,0.80097,0.84873,0.84337,0.80683,0.81449,0.85451,0.82167,0.83777,0.83878,0.8224,0.83531,0.79074,0.81413,0.8468,0.83973,0.82443,0.82013,0.81211,0.76765,0.80373,0.78484,0.84026,0.86063,0.83622,0.8009,0.81665,0.82437,0.83039,0.74225,0.84184,0.81262,0.8539,0.83437,0.80948,0.83645,0.83991,0.79933,0.7795,0.82756,0.8774,0.82774,0.85437,0.85593,0.826,0.80019,0.83318,0.84892
